year,solar_mean,rain_total,humidity_mean,temp_mean,wind_mean,region,ndvi_mean,crop,yield
2000,20.93,-999.0,38.9,28.31,2.52,Ahmedabad_GJ,0.2630134333722693,maize,1.730520095
2001,20.34,-999.0,39.96,28.07,2.52,Ahmedabad_GJ,0.2676796703403358,maize,1.89962
2002,20.38,-999.0,37.53,28.64,2.59,Ahmedabad_GJ,0.2562444391966846,maize,1.596665095
2003,20.06,-999.0,48.97,27.32,2.46,Ahmedabad_GJ,0.2626365890072128,maize,1.93847519
2004,20.13,-999.0,47.63,27.7,2.38,Ahmedabad_GJ,0.2555502113653239,maize,1.811935095
2005,20.37,-999.0,49.27,26.81,2.27,Ahmedabad_GJ,0.2650150688325483,maize,1.841575
2006,19.73,-999.0,52.6,27.3,2.31,Ahmedabad_GJ,0.2628847445668619,maize,1.816875095
2007,20.35,-999.0,52.63,27.27,2.3,Ahmedabad_GJ,0.2692060501686968,maize,2.21844
2008,19.68,-999.0,47.0,27.35,2.46,Ahmedabad_GJ,0.2543216422933916,maize,2.2933
2009,20.65,-999.0,44.87,28.45,2.4,Ahmedabad_GJ,0.2560498600557164,maize,1.922610095
2010,20.07,-999.0,54.22,27.65,2.34,Ahmedabad_GJ,0.2559843668491995,maize,2.4130952850000003
2011,19.83,-999.0,50.81,27.33,2.46,Ahmedabad_GJ,0.2516246759084763,maize,2.35448
2012,19.87,-999.0,45.45,27.41,2.63,Ahmedabad_GJ,0.2453446856882656,maize,2.427915
2013,19.47,-999.0,53.43,26.68,2.39,Ahmedabad_GJ,0.2666645431486659,maize,2.443970095
2014,20.25,-999.0,48.89,27.49,2.37,Ahmedabad_GJ,0.2682141411184013,maize,2.443970095
2015,19.8,-999.0,45.93,28.0,2.44,Ahmedabad_GJ,0.2532695697039827,maize,2.480165095
2016,19.79,-999.0,45.4,28.09,2.37,Ahmedabad_GJ,0.2446101682407306,maize,2.46734019
2017,19.35,-999.0,48.49,27.49,2.37,Ahmedabad_GJ,0.2530446491168325,maize,2.554170285
2018,19.23,-999.0,41.54,28.36,2.37,Ahmedabad_GJ,0.238858756457982,maize,2.91203519
2019,18.98,-999.0,55.15,27.13,2.48,Ahmedabad_GJ,0.2551988348006525,maize,2.91669019
2020,19.54,-999.0,56.59,26.81,2.26,Ahmedabad_GJ,0.2810310518378093,maize,2.85579519
2021,18.81,-999.0,52.08,27.58,2.44,Ahmedabad_GJ,0.2682797037664805,maize,3.039335285
2022,19.59,-999.0,52.11,27.47,2.41,Ahmedabad_GJ,0.2603045210849423,maize,3.21784
2023,18.69,-999.0,53.87,27.09,2.33,Ahmedabad_GJ,0.2533172133107699,maize,3.36765519
2000,20.93,-999.0,38.9,28.31,2.52,Ahmedabad_GJ,0.2630134333722693,wheat,2.639575
2001,20.34,-999.0,39.96,28.07,2.52,Ahmedabad_GJ,0.2676796703403358,wheat,2.572695285
2002,20.38,-999.0,37.53,28.64,2.59,Ahmedabad_GJ,0.2562444391966846,wheat,2.62399519
2003,20.06,-999.0,48.97,27.32,2.46,Ahmedabad_GJ,0.2626365890072128,wheat,2.479500095
2004,20.13,-999.0,47.63,27.7,2.38,Ahmedabad_GJ,0.2555502113653239,wheat,2.57754
2005,20.37,-999.0,49.27,26.81,2.27,Ahmedabad_GJ,0.2650150688325483,wheat,2.47152019
2006,19.73,-999.0,52.6,27.3,2.31,Ahmedabad_GJ,0.2628847445668619,wheat,2.48786019
2007,20.35,-999.0,52.63,27.27,2.3,Ahmedabad_GJ,0.2692060501686968,wheat,2.572505
2008,19.68,-999.0,47.0,27.35,2.46,Ahmedabad_GJ,0.2543216422933916,wheat,2.66209
2009,20.65,-999.0,44.87,28.45,2.4,Ahmedabad_GJ,0.2560498600557164,wheat,2.76174519
2010,20.07,-999.0,54.22,27.65,2.34,Ahmedabad_GJ,0.2559843668491995,wheat,2.69752519
2011,19.83,-999.0,50.81,27.33,2.46,Ahmedabad_GJ,0.2516246759084763,wheat,2.839170285
2012,19.87,-999.0,45.45,27.41,2.63,Ahmedabad_GJ,0.2453446856882656,wheat,3.01862519
2013,19.47,-999.0,53.43,26.68,2.39,Ahmedabad_GJ,0.2666645431486659,wheat,2.99611019
2014,20.25,-999.0,48.89,27.49,2.37,Ahmedabad_GJ,0.2682141411184013,wheat,2.98841519
2015,19.8,-999.0,45.93,28.0,2.44,Ahmedabad_GJ,0.2532695697039827,wheat,2.61212019
2016,19.79,-999.0,45.4,28.09,2.37,Ahmedabad_GJ,0.2446101682407306,wheat,2.882205
2017,19.35,-999.0,48.49,27.49,2.37,Ahmedabad_GJ,0.2530446491168325,wheat,3.03990519
2018,19.23,-999.0,41.54,28.36,2.37,Ahmedabad_GJ,0.238858756457982,wheat,3.19979
2019,18.98,-999.0,55.15,27.13,2.48,Ahmedabad_GJ,0.2551988348006525,wheat,3.35673
2020,19.54,-999.0,56.59,26.81,2.26,Ahmedabad_GJ,0.2810310518378093,wheat,3.267810285
2021,18.81,-999.0,52.08,27.58,2.44,Ahmedabad_GJ,0.2682797037664805,wheat,3.34476
2022,19.59,-999.0,52.11,27.47,2.41,Ahmedabad_GJ,0.2603045210849423,wheat,3.360435
2023,18.69,-999.0,53.87,27.09,2.33,Ahmedabad_GJ,0.2533172133107699,wheat,3.34466519
2000,14.09,-999.0,76.14,10.64,3.09,Champaign_IL,0.4412185568614055,maize,9.8810208
2001,14.52,-999.0,76.67,11.51,3.03,Champaign_IL,0.4033366324555651,maize,9.97485045
2002,14.34,-999.0,79.09,11.13,3.1,Champaign_IL,0.4248733138629492,maize,9.33247655
2003,14.43,-999.0,78.47,10.38,3.08,Champaign_IL,0.4094964934408813,maize,10.26355795
2004,14.44,-999.0,80.38,10.86,3.14,Champaign_IL,0.4215562651210449,maize,11.5699614
2005,14.67,-999.0,78.52,11.34,2.91,Champaign_IL,0.4003296403526348,maize,10.67496585
2006,14.05,-999.0,79.88,11.46,3.04,Champaign_IL,0.4324821083794945,maize,10.7615804
2007,14.58,-999.0,77.9,11.58,3.05,Champaign_IL,0.4191010594239766,maize,10.87706225
2008,14.33,-999.0,81.13,10.0,3.23,Champaign_IL,0.4096903222890033,maize,11.0647227
2009,13.75,-999.0,81.3,10.34,3.05,Champaign_IL,0.4146870646872841,maize,11.865886299999998
2010,14.96,-999.0,78.55,11.31,2.94,Champaign_IL,0.3643215464669547,maize,11.0141986
2011,13.87,-999.0,80.35,11.32,3.1,Champaign_IL,0.4055301348541252,maize,10.5955733
2012,15.42,-999.0,74.37,12.69,3.07,Champaign_IL,0.4368772532334875,maize,8.884979349999998
2013,13.94,-999.0,79.02,10.35,3.08,Champaign_IL,0.4197158587817157,maize,11.4111717
2014,14.13,-999.0,79.56,9.39,3.09,Champaign_IL,0.3986914143740567,maize,12.34225425
2015,14.41,-999.0,79.03,11.16,3.03,Champaign_IL,0.4206367860256378,maize,12.1545938
2016,14.41,-999.0,79.39,12.01,2.99,Champaign_IL,0.4530294325380709,maize,12.60209215
2017,14.69,-999.0,76.68,11.97,3.11,Champaign_IL,0.4427935095163209,maize,12.746444749999998
2018,14.33,-999.0,80.74,11.07,3.0,Champaign_IL,0.4476350249408782,maize,12.7320088
2019,13.93,-999.0,80.95,11.06,3.06,Champaign_IL,0.4284280050684119,maize,12.0896349
2020,14.27,-999.0,77.76,11.57,2.96,Champaign_IL,0.4471183505463139,maize,12.371125
2021,14.35,-999.0,77.89,11.8,2.96,Champaign_IL,0.4434177538321918,maize,12.753662149999998
2022,14.37,-999.0,74.26,11.23,3.18,Champaign_IL,0.4261236096183179,maize,12.5154776
2023,14.53,-999.0,71.75,12.48,2.92,Champaign_IL,0.2798268165114043,maize,12.79696885
2000,14.09,-999.0,76.14,10.64,3.09,Champaign_IL,0.4412185568614055,wheat,3.24737
2001,14.52,-999.0,76.67,11.51,3.03,Champaign_IL,0.4033366324555651,wheat,3.10707
2002,14.34,-999.0,79.09,11.13,3.1,Champaign_IL,0.4248733138629492,wheat,2.71020523
2003,14.43,-999.0,78.47,10.38,3.08,Champaign_IL,0.4094964934408813,wheat,3.41688
2004,14.44,-999.0,80.38,10.86,3.14,Champaign_IL,0.4215562651210449,wheat,3.337990345
2005,14.67,-999.0,78.52,11.34,2.91,Champaign_IL,0.4003296403526348,wheat,3.246565345
2006,14.05,-999.0,79.88,11.46,3.04,Champaign_IL,0.4324821083794945,wheat,2.988390115
2007,14.58,-999.0,77.9,11.58,3.05,Champaign_IL,0.4191010594239766,wheat,3.110290345
2008,14.33,-999.0,81.13,10.0,3.23,Champaign_IL,0.4096903222890033,wheat,3.47012523
2009,13.75,-999.0,81.3,10.34,3.05,Champaign_IL,0.4146870646872841,wheat,3.438155
2010,14.96,-999.0,78.55,11.31,2.94,Champaign_IL,0.3643215464669547,wheat,3.58420523
2011,13.87,-999.0,80.35,11.32,3.1,Champaign_IL,0.4055301348541252,wheat,3.3835302299999994
2012,15.42,-999.0,74.37,12.69,3.07,Champaign_IL,0.4368772532334875,wheat,3.58271
2013,13.94,-999.0,79.02,10.35,3.08,Champaign_IL,0.4197158587817157,wheat,3.64239523
2014,14.13,-999.0,79.56,9.39,3.09,Champaign_IL,0.3986914143740567,wheat,3.37847023
2015,14.41,-999.0,79.03,11.16,3.03,Champaign_IL,0.4206367860256378,wheat,3.369385
2016,14.41,-999.0,79.39,12.01,2.99,Champaign_IL,0.4530294325380709,wheat,4.071920345
2017,14.69,-999.0,76.68,11.97,3.11,Champaign_IL,0.4427935095163209,wheat,3.585125
2018,14.33,-999.0,80.74,11.07,3.0,Champaign_IL,0.4476350249408782,wheat,3.68057523
2019,13.93,-999.0,80.95,11.06,3.06,Champaign_IL,0.4284280050684119,wheat,3.995790345
2020,14.27,-999.0,77.76,11.57,2.96,Champaign_IL,0.4471183505463139,wheat,3.842955
2021,14.35,-999.0,77.89,11.8,2.96,Champaign_IL,0.4434177538321918,wheat,3.4275752299999995
2022,14.37,-999.0,74.26,11.23,3.18,Champaign_IL,0.4261236096183179,wheat,3.595475115
2023,14.53,-999.0,71.75,12.48,2.92,Champaign_IL,0.2798268165114043,wheat,3.759810115
2000,19.88,-999.0,41.54,26.25,2.66,Indore_MP,0.3065708359043922,maize,1.912680105
2001,19.48,-999.0,43.95,26.48,2.61,Indore_MP,0.2923961392718286,maize,2.09958
2002,19.56,-999.0,44.69,26.54,2.82,Indore_MP,0.2993258954193556,maize,1.764735105
2003,19.28,-999.0,54.19,25.79,2.67,Indore_MP,0.3020921950486098,maize,2.14252521
2004,19.52,-999.0,50.31,26.16,2.6,Indore_MP,0.3328662350584629,maize,2.002665105
2005,19.6,-999.0,47.53,26.02,2.59,Indore_MP,0.3211464628289591,maize,2.035425
2006,18.88,-999.0,53.49,26.07,2.51,Indore_MP,0.3205051271805089,maize,2.008125105
2007,19.34,-999.0,51.03,26.12,2.42,Indore_MP,0.3426047970687624,maize,2.45196
2008,18.93,-999.0,46.69,26.19,2.62,Indore_MP,0.3100939227090435,maize,2.5347000000000004
2009,19.46,-999.0,51.38,26.61,2.64,Indore_MP,0.3199830617289234,maize,2.124990105
2010,19.15,-999.0,55.39,26.43,2.47,Indore_MP,0.352176010614566,maize,2.667105315
2011,18.75,-999.0,51.55,25.89,2.52,Indore_MP,0.3188008146210995,maize,2.60232
2012,18.75,-999.0,49.15,25.68,2.79,Indore_MP,0.296001807861762,maize,2.683485
2013,17.56,-999.0,56.71,25.22,2.7,Indore_MP,0.3000788962049292,maize,2.701230105
2014,18.88,-999.0,52.21,26.05,2.72,Indore_MP,0.3279467921924421,maize,2.701230105
2015,18.39,-999.0,52.3,25.99,2.61,Indore_MP,0.3378630605299196,maize,2.741235105
2016,18.77,-999.0,50.95,25.95,2.57,Indore_MP,0.3031139872073969,maize,2.7270602100000003
2017,18.78,-999.0,50.27,26.01,2.52,Indore_MP,0.3301509306272034,maize,2.823030315
2018,18.37,-999.0,45.77,26.38,2.55,Indore_MP,0.3178822673798285,maize,3.21856521
2019,17.95,-999.0,56.33,25.55,2.64,Indore_MP,0.3148930367507907,maize,3.22371021
2020,18.45,-999.0,59.05,25.31,2.28,Indore_MP,0.3765203556039784,maize,3.1564052100000004
2021,17.42,-999.0,57.07,25.74,2.52,Indore_MP,0.3534832722527712,maize,3.359265315
2022,18.32,-999.0,58.34,25.47,2.56,Indore_MP,0.3565523020176476,maize,3.55656
2023,17.6,-999.0,57.18,25.32,2.58,Indore_MP,0.4154481622107667,maize,3.72214521
2000,19.88,-999.0,41.54,26.25,2.66,Indore_MP,0.3065708359043922,wheat,2.917425
2001,19.48,-999.0,43.95,26.48,2.61,Indore_MP,0.2923961392718286,wheat,2.843505315
2002,19.56,-999.0,44.69,26.54,2.82,Indore_MP,0.2993258954193556,wheat,2.90020521
2003,19.28,-999.0,54.19,25.79,2.67,Indore_MP,0.3020921950486098,wheat,2.740500105
2004,19.52,-999.0,50.31,26.16,2.6,Indore_MP,0.3328662350584629,wheat,2.84886
2005,19.6,-999.0,47.53,26.02,2.59,Indore_MP,0.3211464628289591,wheat,2.73168021
2006,18.88,-999.0,53.49,26.07,2.51,Indore_MP,0.3205051271805089,wheat,2.74974021
2007,19.34,-999.0,51.03,26.12,2.42,Indore_MP,0.3426047970687624,wheat,2.843295
2008,18.93,-999.0,46.69,26.19,2.62,Indore_MP,0.3100939227090435,wheat,2.94231
2009,19.46,-999.0,51.38,26.61,2.64,Indore_MP,0.3199830617289234,wheat,3.05245521
2010,19.15,-999.0,55.39,26.43,2.47,Indore_MP,0.352176010614566,wheat,2.98147521
2011,18.75,-999.0,51.55,25.89,2.52,Indore_MP,0.3188008146210995,wheat,3.138030315
2012,18.75,-999.0,49.15,25.68,2.79,Indore_MP,0.296001807861762,wheat,3.33637521
2013,17.56,-999.0,56.71,25.22,2.7,Indore_MP,0.3000788962049292,wheat,3.31149021
2014,18.88,-999.0,52.21,26.05,2.72,Indore_MP,0.3279467921924421,wheat,3.30298521
2015,18.39,-999.0,52.3,25.99,2.61,Indore_MP,0.3378630605299196,wheat,2.88708021
2016,18.77,-999.0,50.95,25.95,2.57,Indore_MP,0.3031139872073969,wheat,3.185595
2017,18.78,-999.0,50.27,26.01,2.52,Indore_MP,0.3301509306272034,wheat,3.3598952100000004
2018,18.37,-999.0,45.77,26.38,2.55,Indore_MP,0.3178822673798285,wheat,3.53661
2019,17.95,-999.0,56.33,25.55,2.64,Indore_MP,0.3148930367507907,wheat,3.71007
2020,18.45,-999.0,59.05,25.31,2.28,Indore_MP,0.3765203556039784,wheat,3.611790315
2021,17.42,-999.0,57.07,25.74,2.52,Indore_MP,0.3534832722527712,wheat,3.69684
2022,18.32,-999.0,58.34,25.47,2.56,Indore_MP,0.3565523020176476,wheat,3.714165
2023,17.6,-999.0,57.18,25.32,2.58,Indore_MP,0.4154481622107667,wheat,3.69673521
2000,18.59,-999.0,36.3,25.84,2.01,Karnal_HR,0.4220097017635653,maize,2.00376011
2001,18.54,-999.0,39.09,25.58,1.82,Karnal_HR,0.4515088790948797,maize,2.1995600000000004
2002,18.33,-999.0,37.15,26.44,1.92,Karnal_HR,0.4541296251704176,maize,1.84877011
2003,17.72,-999.0,47.4,24.89,1.82,Karnal_HR,0.4586143625472,maize,2.2445502200000003
2004,18.26,-999.0,42.84,25.77,1.98,Karnal_HR,0.4591116643778831,maize,2.0980301100000003
2005,18.27,-999.0,45.36,25.03,1.97,Karnal_HR,0.4581890374814464,maize,2.13235
2006,18.26,-999.0,43.38,26.03,2.01,Karnal_HR,0.470761510600782,maize,2.10375011
2007,18.37,-999.0,44.62,25.6,2.01,Karnal_HR,0.4716418490522219,maize,2.5687200000000003
2008,17.69,-999.0,50.61,24.48,1.8,Karnal_HR,0.4547835228056237,maize,2.6554
2009,18.76,-999.0,42.13,25.83,1.87,Karnal_HR,0.4534764033380261,maize,2.22618011
2010,17.58,-999.0,48.69,25.47,1.82,Karnal_HR,0.4410196869726115,maize,2.7941103300000005
2011,17.76,-999.0,53.56,24.33,1.73,Karnal_HR,0.4520006829116935,maize,2.72624
2012,17.81,-999.0,42.74,24.93,2.07,Karnal_HR,0.4429381073637622,maize,2.81127
2013,17.65,-999.0,52.35,24.24,1.88,Karnal_HR,0.4830787769449792,maize,2.8298601100000003
2014,17.8,-999.0,42.88,25.13,2.0,Karnal_HR,0.4633617620405316,maize,2.8298601100000003
2015,17.53,-999.0,46.31,24.81,1.89,Karnal_HR,0.468149928270303,maize,2.87177011
2016,17.57,-999.0,38.85,26.01,1.83,Karnal_HR,0.4573442675817102,maize,2.85692022
2017,17.69,-999.0,43.45,25.34,1.91,Karnal_HR,0.468716283513156,maize,2.9574603300000004
2018,17.37,-999.0,48.98,24.69,1.86,Karnal_HR,0.4841167129564915,maize,3.37183022
2019,17.07,-999.0,51.34,24.67,1.92,Karnal_HR,0.492391913263905,maize,3.3772202200000003
2020,17.52,-999.0,53.49,24.1,1.87,Karnal_HR,0.4915325491996019,maize,3.3067102200000003
2021,17.18,-999.0,54.08,24.3,1.78,Karnal_HR,0.4737982657643689,maize,3.51923033
2022,17.26,-999.0,58.06,24.55,1.86,Karnal_HR,0.4886955845346477,maize,3.72592
2023,17.24,-999.0,57.25,24.05,1.8,Karnal_HR,0.6665984492179169,maize,3.89939022
2000,18.59,-999.0,36.3,25.84,2.01,Karnal_HR,0.4220097017635653,wheat,3.056350000000001
2001,18.54,-999.0,39.09,25.58,1.82,Karnal_HR,0.4515088790948797,wheat,2.97891033
2002,18.33,-999.0,37.15,26.44,1.92,Karnal_HR,0.4541296251704176,wheat,3.03831022
2003,17.72,-999.0,47.4,24.89,1.82,Karnal_HR,0.4586143625472,wheat,2.87100011
2004,18.26,-999.0,42.84,25.77,1.98,Karnal_HR,0.4591116643778831,wheat,2.9845200000000003
2005,18.27,-999.0,45.36,25.03,1.97,Karnal_HR,0.4581890374814464,wheat,2.8617602200000003
2006,18.26,-999.0,43.38,26.03,2.01,Karnal_HR,0.470761510600782,wheat,2.8806802200000003
2007,18.37,-999.0,44.62,25.6,2.01,Karnal_HR,0.4716418490522219,wheat,2.9786900000000003
2008,17.69,-999.0,50.61,24.48,1.8,Karnal_HR,0.4547835228056237,wheat,3.0824200000000004
2009,18.76,-999.0,42.13,25.83,1.87,Karnal_HR,0.4534764033380261,wheat,3.19781022
2010,17.58,-999.0,48.69,25.47,1.82,Karnal_HR,0.4410196869726115,wheat,3.12345022
2011,17.76,-999.0,53.56,24.33,1.73,Karnal_HR,0.4520006829116935,wheat,3.28746033
2012,17.81,-999.0,42.74,24.93,2.07,Karnal_HR,0.4429381073637622,wheat,3.49525022
2013,17.65,-999.0,52.35,24.24,1.88,Karnal_HR,0.4830787769449792,wheat,3.46918022
2014,17.8,-999.0,42.88,25.13,2.0,Karnal_HR,0.4633617620405316,wheat,3.46027022
2015,17.53,-999.0,46.31,24.81,1.89,Karnal_HR,0.468149928270303,wheat,3.024560220000001
2016,17.57,-999.0,38.85,26.01,1.83,Karnal_HR,0.4573442675817102,wheat,3.3372900000000003
2017,17.69,-999.0,43.45,25.34,1.91,Karnal_HR,0.468716283513156,wheat,3.51989022
2018,17.37,-999.0,48.98,24.69,1.86,Karnal_HR,0.4841167129564915,wheat,3.70502
2019,17.07,-999.0,51.34,24.67,1.92,Karnal_HR,0.492391913263905,wheat,3.88674
2020,17.52,-999.0,53.49,24.1,1.87,Karnal_HR,0.4915325491996019,wheat,3.78378033
2021,17.18,-999.0,54.08,24.3,1.78,Karnal_HR,0.4737982657643689,wheat,3.87288
2022,17.26,-999.0,58.06,24.55,1.86,Karnal_HR,0.4886955845346477,wheat,3.8910300000000007
2023,17.24,-999.0,57.25,24.05,1.8,Karnal_HR,0.6665984492179169,wheat,3.87277022
2000,15.38,-999.0,62.52,11.53,3.48,Lancaster_NE,0.4029569279986658,maize,9.4514112
2001,15.64,-999.0,69.17,11.4,3.46,Lancaster_NE,0.3913885610499019,maize,9.5411613
2002,15.75,-999.0,63.49,11.38,3.58,Lancaster_NE,0.4063305004453404,maize,8.926716700000002
2003,15.6,-999.0,65.36,10.94,3.37,Lancaster_NE,0.4006344046913752,maize,9.8173163
2004,15.33,-999.0,68.98,11.01,3.44,Lancaster_NE,0.4074767352530602,maize,11.0669196
2005,15.66,-999.0,67.35,11.78,3.49,Lancaster_NE,0.3872351931944908,maize,10.2108369
2006,15.56,-999.0,66.16,11.87,3.51,Lancaster_NE,0.4241341302648665,maize,10.293685600000002
2007,15.61,-999.0,75.15,10.83,3.54,Lancaster_NE,0.3795048400483012,maize,10.4041465
2008,15.5,-999.0,74.54,9.32,3.51,Lancaster_NE,0.3914582160823687,maize,10.5836478
2009,14.98,-999.0,71.99,9.83,3.43,Lancaster_NE,0.4126062665946746,maize,11.3499782
2010,15.42,-999.0,73.52,10.57,3.33,Lancaster_NE,0.390443903422859,maize,10.535320400000002
2011,15.45,-999.0,68.16,10.82,3.4,Lancaster_NE,0.4062588138900543,maize,10.134896200000002
2012,16.69,-999.0,58.9,13.4,3.52,Lancaster_NE,0.3914238665155136,maize,8.4986759
2013,15.2,-999.0,67.78,10.24,3.57,Lancaster_NE,0.4219260438706431,maize,10.915033800000002
2014,15.55,-999.0,68.8,9.8,3.56,Lancaster_NE,0.4246650693647209,maize,11.805634500000002
2015,15.14,-999.0,72.35,11.12,3.32,Lancaster_NE,0.4331570930435236,maize,11.626133200000002
2016,15.61,-999.0,72.07,11.97,3.43,Lancaster_NE,0.4395487660349638,maize,12.054175100000002
2017,15.63,-999.0,68.35,11.56,3.43,Lancaster_NE,0.4438886525362544,maize,12.1922515
2018,14.94,-999.0,73.33,10.12,3.33,Lancaster_NE,0.4251055525503002,maize,12.178443200000002
2019,15.07,-999.0,78.24,9.67,3.4,Lancaster_NE,0.4269508863703125,maize,11.5639986
2020,15.66,-999.0,70.01,11.07,3.44,Lancaster_NE,0.4221971869534136,maize,11.83325
2021,15.59,-999.0,69.05,11.85,3.29,Lancaster_NE,0.4265476087621626,maize,12.1991551
2022,16.15,-999.0,59.04,11.47,3.73,Lancaster_NE,0.3960327817612867,maize,11.971326400000002
2023,15.79,-999.0,63.87,12.35,3.25,Lancaster_NE,0.2162922940082013,maize,12.2405789
2000,15.38,-999.0,62.52,11.53,3.48,Lancaster_NE,0.4029569279986658,wheat,3.10618
2001,15.64,-999.0,69.17,11.4,3.46,Lancaster_NE,0.3913885610499019,wheat,2.9719800000000003
2002,15.75,-999.0,63.49,11.38,3.58,Lancaster_NE,0.4063305004453404,wheat,2.5923702200000003
2003,15.6,-999.0,65.36,10.94,3.37,Lancaster_NE,0.4006344046913752,wheat,3.26832
2004,15.33,-999.0,68.98,11.01,3.44,Lancaster_NE,0.4074767352530602,wheat,3.19286033
2005,15.66,-999.0,67.35,11.78,3.49,Lancaster_NE,0.3872351931944908,wheat,3.10541033
2006,15.56,-999.0,66.16,11.87,3.51,Lancaster_NE,0.4241341302648665,wheat,2.85846011
2007,15.61,-999.0,75.15,10.83,3.54,Lancaster_NE,0.3795048400483012,wheat,2.9750603300000003
2008,15.5,-999.0,74.54,9.32,3.51,Lancaster_NE,0.3914582160823687,wheat,3.3192502200000007
2009,14.98,-999.0,71.99,9.83,3.43,Lancaster_NE,0.4126062665946746,wheat,3.28867
2010,15.42,-999.0,73.52,10.57,3.33,Lancaster_NE,0.390443903422859,wheat,3.42837022
2011,15.45,-999.0,68.16,10.82,3.4,Lancaster_NE,0.4062588138900543,wheat,3.23642022
2012,16.69,-999.0,58.9,13.4,3.52,Lancaster_NE,0.3914238665155136,wheat,3.4269400000000005
2013,15.2,-999.0,67.78,10.24,3.57,Lancaster_NE,0.4219260438706431,wheat,3.4840302200000006
2014,15.55,-999.0,68.8,9.8,3.56,Lancaster_NE,0.4246650693647209,wheat,3.23158022
2015,15.14,-999.0,72.35,11.12,3.32,Lancaster_NE,0.4331570930435236,wheat,3.22289
2016,15.61,-999.0,72.07,11.97,3.43,Lancaster_NE,0.4395487660349638,wheat,3.89488033
